baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,compartment,gene,direction
17.106966231492418,-3.9166437336413176,1.0081355513330204,-3.8850368171844396,0.00010231438210723883,0.012298713418429119,Endothelial,PCDH7,down
2030.21930412365,-3.90146851609154,0.6597505050978185,-5.91355138941968,3.348090021933002e-09,1.8110591564794513e-06,Endothelial,FCN3,down
18.69273187496987,-3.8446753646174656,0.6233857773014179,-6.1674094992361335,6.941781870527704e-10,4.3152877649908304e-07,Endothelial,IL13RA2,down
35.62646533548537,-3.8126230375140677,0.6095655403771039,-6.254656447861886,3.9839191930215914e-10,2.9489389226660875e-07,Endothelial,NPL,down
4.898168446929769,-3.7515892481269444,1.1029078215307455,-3.4015437871499055,0.0006700639320299248,0.04508985234482709,Endothelial,TNFRSF9,down
171.29283471116096,-3.6895639655214394,0.598488642832171,-6.164801971949988,7.05714011623927e-10,4.3152877649908304e-07,Endothelial,OIT3,down
25.243305588669177,-3.653959313422901,0.6478535603852159,-5.640100690733634,1.6995075217952508e-08,7.710281866622068e-06,Endothelial,C2orf88,down
235.30630904451678,-3.6373239665256416,0.46917335765657475,-7.752622580048733,9.001385441344649e-15,2.1099247474511856e-11,Endothelial,MS4A6A,down
38.985682473039326,-3.623579287049686,0.5407001745358183,-6.701642532592977,2.060896964744224e-11,1.9322969941441844e-08,Endothelial,RASGEF1B,down
9.258597627979706,-3.586555449879165,0.9122332798029188,-3.931620923382683,8.437503735507268e-05,0.01112957997227019,Endothelial,ESR1,down
11.234491308022392,-3.5850672398802272,0.7666393530447905,-4.676341262213775,2.9203846392964877e-06,0.0006733162224109149,Endothelial,HTR2B,down
1.5336964892180989,-3.5707330775718753,0.964565131980487,-3.701909761386762,0.00021398272877978794,0.020461516889151172,Endothelial,RGS11,down
18.24931821908151,-3.5471939303569933,0.6086303979971459,-5.828157683267123,5.604261317985074e-09,2.717873488832486e-06,Endothelial,MASP1,down
